county,state,pct_lead,winner,latitude,longitude
abbeville,south carolina,0.2826,Trump,34.3344,-82.4002
accomack,virginia,0.1171,Trump,38.0064,-75.4029
ada,idaho,0.0924,Trump,43.7318,-116.2797
adair,oklahoma,0.4615,Trump,36.1152,-94.6345
adams,wisconsin,0.1968,Clinton,44.0529,-89.8962
addison,vermont,0.3365,Clinton,44.2515,-73.2033
aiken,south carolina,0.2749,Trump,33.6993,-81.6465
aitkin,minnesota,0.2593,Trump,46.9968,-93.5994
alachua,florida,0.2252,Clinton,29.8433,-82.4048
alamance,north carolina,0.1294,Trump,36.1855,-79.5055
alameda,california,0.6443,Clinton,37.8927,-122.2761
alamosa,colorado,0.0198,Clinton,37.7232,-105.8712
albany,wyoming,0.1322,Clinton,42.2035,-105.678
albemarle,virginia,0.2506,Clinton,38.1944,-78.5849
alcona,michigan,0.3996,Trump,44.8224,-83.5044
alcorn,mississippi,0.6179,Trump,34.9205,-88.5218
alexander,north carolina,0.3201,Trump,35.9504,-81.0487
alfalfa,oklahoma,0.7602,Trump,36.9412,-98.2458
alger,michigan,0.2043,Trump,46.6529,-85.9836
allamakee,iowa,0.2433,Trump,43.4899,-91.2942
allegan,michigan,0.288,Trump,42.737,-85.6635
allegany,new york,0.4588,Trump,42.4777,-78.1403
alleghany,virginia,0.4304,Trump,37.8203,-79.8054
allegheny,pennsylvania,0.1641,Clinton,40.6534,-80.0795
allen,ohio,0.4204,Trump,40.879,-83.8914
allendale,south carolina,0.5406,Clinton,33.1093,-81.5003
alpena,michigan,0.2869,Trump,45.079,-83.4602
amador,california,0.2636,Trump,38.6707,-120.1135
amelia,virginia,0.3631,Trump,37.345,-77.9449
amherst,virginia,0.3071,Trump,37.6027,-79.0506
amite,mississippi,0.2266,Trump,31.3672,-90.6752
anderson,texas,0.4765,Trump,32.0535,-95.5163
andrew,missouri,0.5055,Trump,40.1007,-94.8847
andrews,texas,0.6271,Trump,32.3201,-102.5409
androscoggin,maine,0.0942,Trump,44.4325,-70.1427
angelina,texas,0.4729,Trump,31.4291,-94.8254
anne arundel,maryland,0.0065,Clinton,39.2259,-76.6153
anoka,minnesota,0.097,Trump,45.3903,-93.3598
anson,north carolina,0.1256,Clinton,35.1046,-80.1092
antelope,nebraska,0.7255,Trump,42.3648,-98.1235
antrim,michigan,0.2963,Trump,45.1599,-85.2633
apache,arizona,0.3688,Clinton,36.7797,-109.359
appanoose,iowa,0.3639,Trump,40.8825,-92.8534
appling,georgia,0.5794,Trump,31.7837,-82.3486
appomattox,virginia,0.4641,Trump,37.3643,-78.9059
aransas,texas,0.5037,Trump,28.0865,-97.0416
arapahoe,colorado,0.1375,Clinton,39.7388,-104.4083
archer,texas,0.7943,Trump,33.8162,-98.6951
archuleta,colorado,0.2394,Trump,37.2694,-107.0098
arenac,michigan,0.3307,Trump,44.1293,-83.8491
arkansas,arkansas,0.3036,Trump,34.5095,-91.299
arlington,virginia,0.601,Clinton,38.9033,-77.1263
armstrong,texas,0.5198,Trump,35.0967,-101.3813
aroostook,maine,0.1728,Trump,47.4589,-69.2243
ashe,north carolina,0.4466,Trump,36.5415,-81.4468
ashland,wisconsin,0.1914,Clinton,46.8467,-90.6036
ashley,arkansas,0.3625,Trump,33.3631,-91.9088
ashtabula,ohio,0.19,Trump,41.9345,-80.5803
asotin,washington,0.2678,Trump,46.3946,-117.0645
atascosa,texas,0.2913,Trump,29.2366,-98.7945
atchison,missouri,0.4518,Trump,40.5357,-95.3134
athens,ohio,0.1695,Clinton,39.4978,-82.0871
atkinson,georgia,0.452,Trump,31.3455,-83.0449
atlantic,new jersey,0.0624,Clinton,39.638,-74.7728
atoka,oklahoma,0.6544,Trump,34.5384,-95.7088
attala,mississippi,0.199,Trump,33.1632,-89.3268
audrain,missouri,0.4395,Trump,39.2949,-91.4883
audubon,iowa,0.3125,Trump,41.8401,-94.9812
auglaize,ohio,0.6258,Trump,40.6752,-84.1244
augusta,virginia,0.4921,Trump,38.3328,-79.1028
austin,texas,0.5972,Trump,30.0477,-96.3269
autauga,alabama,0.4948,Trump,32.6841,-86.4946
avery,north carolina,0.5653,Trump,36.1705,-81.8412
baca,colorado,0.6825,Trump,37.5214,-102.4332
bacon,georgia,0.6855,Trump,31.5465,-82.4633
baker,oregon,0.6048,Trump,44.9749,-116.8629
baldwin,georgia,0.278,Clinton,33.0846,-83.238
ballard,kentucky,0.5718,Trump,37.1459,-88.9455
baltimore,maryland,0.1744,Clinton,39.7114,-76.6595
baltimore (city),maryland,0.7457,Clinton,39.3716,-76.6744
bamberg,south carolina,0.2727,Clinton,33.3209,-81.1407
bandera,texas,0.6299,Trump,29.8475,-99.3215
banks,georgia,0.784,Trump,34.4574,-83.476
bannock,idaho,0.2047,Trump,42.9357,-112.4679
baraga,michigan,0.2874,Trump,46.8747,-88.1732
barber,kansas,0.6976,Trump,37.4485,-98.5351
barbour,west virginia,0.2819,Trump,39.2234,-79.9017
barnes,north dakota,0.2968,Trump,47.1862,-97.7605
barnstable,massachusetts,0.1341,Clinton,42.0534,-70.1865
barnwell,south carolina,0.052,Trump,33.3926,-81.4161
barren,kentucky,0.4982,Trump,37.117,-85.9443
barron,wisconsin,0.2538,Trump,45.619,-92.0196
barrow,georgia,0.5038,Trump,34.0191,-83.8261
barry,missouri,0.4815,Trump,36.9212,-93.9258
bartholomew,indiana,0.3334,Trump,39.3039,-85.7714
barton,missouri,0.6551,Trump,37.5848,-94.1572
bartow,georgia,0.5521,Trump,34.3595,-84.9176
bastrop,texas,0.2039,Trump,30.3231,-97.3737
bates,missouri,0.5464,Trump,38.4956,-94.5928
bath,virginia,0.3931,Trump,38.1898,-79.5879
baxter,arkansas,0.5318,Trump,36.4724,-92.3296
bay,michigan,0.3027,Trump,43.9267,-84.1053
bayfield,wisconsin,0.0873,Clinton,46.8372,-91.0974
beadle,south dakota,0.3756,Trump,44.5834,-98.4509
bear lake,idaho,0.6653,Trump,42.4821,-111.3708
beaufort,south carolina,0.2071,Trump,32.5693,-80.7192
beaver,utah,0.5058,Trump,38.3311,-112.9934
beaverhead,montana,0.4534,Trump,45.7424,-112.9963
becker,minnesota,0.3319,Trump,47.1029,-95.9151
beckham,oklahoma,0.7078,Trump,35.412,-99.4043
bedford,virginia,0.597,Trump,37.5306,-79.3827
bee,texas,0.1537,Trump,28.6526,-97.9921
belknap,new hampshire,0.1681,Trump,43.7107,-71.4797
bell,texas,0.3988,Trump,31.1952,-97.3486
belmont,ohio,0.3955,Trump,40.1623,-81.1326
beltrami,minnesota,0.0983,Trump,48.177,-94.5037
ben hill,georgia,0.2762,Trump,31.7706,-84.7936
benewah,idaho,0.5536,Trump,47.3278,-116.8662
bennington,vermont,0.2211,Clinton,43.2636,-73.1905
benson,north dakota,0.0438,Trump,48.3388,-99.6713
bent,colorado,0.3092,Trump,38.085,-102.8869
benton,washington,0.1287,Clinton,46.3257,-119.3067
benzie,michigan,0.14,Trump,44.7317,-85.8528
bergen,new jersey,0.1199,Clinton,41.1039,-74.1644
berkeley,west virginia,0.2732,Trump,39.5865,-77.8852
berks,pennsylvania,0.1018,Trump,40.6328,-75.8513
berkshire,massachusetts,0.4146,Clinton,42.7089,-73.2036
bernalillo,new mexico,0.1768,Clinton,35.1996,-106.6448
berrien,michigan,0.4137,Trump,42.2248,-86.3723
bertie,north carolina,0.2517,Clinton,36.2257,-76.933
bexar,texas,0.1349,Clinton,29.7327,-98.6646
bibb,georgia,0.1802,Clinton,32.8926,-83.7455
big horn,wyoming,0.3062,Clinton,44.9257,-108.5979
big stone,minnesota,0.2514,Trump,45.5602,-96.4209
bingham,idaho,0.4802,Trump,43.4449,-112.8128
black hawk,iowa,0.0732,Clinton,42.578,-92.1588
blackford,indiana,0.4367,Trump,40.5577,-85.2513
bladen,north carolina,0.0946,Trump,34.7662,-78.7301
blaine,oklahoma,0.162,Clinton,36.1212,-98.55
blair,pennsylvania,0.4638,Trump,40.6619,-78.2419
blanco,texas,0.5236,Trump,30.4429,-98.4365
bland,virginia,0.6783,Trump,37.2578,-81.1159
bleckley,georgia,0.5316,Trump,32.3981,-83.3229
bledsoe,tennessee,0.586,Trump,35.6408,-85.2077
blount,tennessee,0.6654,Trump,35.8375,-84.0089
blue earth,minnesota,0.0373,Trump,44.2221,-93.8289
boise,idaho,0.4974,Trump,44.1106,-115.5285
bolivar,mississippi,0.3241,Clinton,34.1294,-90.7382
bollinger,missouri,0.7271,Trump,37.537,-89.9272
bon homme,south dakota,0.4711,Trump,43.1212,-97.7296
bond,illinois,0.3776,Trump,39.0344,-89.4909
bonner,idaho,0.3021,Trump,48.6339,-116.9473
bonneville,idaho,0.4019,Trump,43.5936,-111.9573
boone,west virginia,0.3089,Clinton,38.1823,-81.7113
bosque,texas,0.6474,Trump,32.1035,-97.5421
botetourt,virginia,0.4762,Trump,37.7529,-79.8189
bottineau,north dakota,0.5085,Trump,48.9585,-101.3338
boulder,colorado,0.4864,Clinton,40.2357,-105.3231
boundary,idaho,0.5545,Trump,48.9994,-116.1813
bourbon,kentucky,0.4117,Trump,38.2963,-84.1513
bowie,texas,0.4665,Trump,33.5253,-94.2657
box butte,nebraska,0.5454,Trump,42.3312,-103.0644
box elder,utah,0.5143,Trump,41.9757,-112.2384
boyd,nebraska,0.3701,Trump,42.9521,-99.071
boyle,kentucky,0.2905,Trump,37.6465,-84.7747
bracken,kentucky,0.5687,Trump,38.763,-83.9954
bradford,pennsylvania,0.4901,Trump,41.9842,-76.5218
bradley,tennessee,0.4146,Trump,35.2556,-84.7666
branch,michigan,0.3812,Trump,42.0551,-85.1356
brantley,georgia,0.7863,Trump,31.3199,-81.9596
braxton,west virginia,0.4347,Trump,38.8376,-80.7295
brazoria,texas,0.2459,Trump,29.5617,-95.2721
brazos,texas,0.2366,Trump,30.8202,-96.3059
breathitt,kentucky,0.4279,Trump,37.6477,-83.3806
breckinridge,kentucky,0.5158,Trump,37.9616,-86.4615
bremer,iowa,0.1386,Trump,42.8827,-92.3063
brevard,florida,0.1976,Trump,28.7702,-80.872
brewster,texas,0.0482,Trump,30.3631,-103.6539
bristol,rhode island,0.1619,Clinton,41.7443,-71.3175
bristol (city),virginia,0.4381,Trump,36.6609,-82.2126
broadwater,montana,0.5683,Trump,46.4545,-111.651
bronx,new york,0.7914,Clinton,40.9011,-73.9053
brooke,west virginia,0.4219,Trump,40.3484,-80.5493
brookings,south dakota,0.1474,Trump,44.4675,-96.911
brooks,texas,0.1592,Clinton,27.2242,-98.1408
broome,new york,0.0369,Trump,42.4028,-76.0366
broomfield,colorado,0.1408,Clinton,39.9619,-105.0148
broward,florida,0.3505,Clinton,26.602,-81.7311
brown,wisconsin,0.4425,Trump,44.6611,-88.2634
brule,south dakota,0.4344,Trump,43.8108,-99.3307
brunswick,virginia,0.0459,Clinton,36.953,-77.8237
bryan,oklahoma,0.4923,Trump,34.1481,-96.3622
buchanan,virginia,0.3997,Trump,37.4017,-82.0262
buckingham,virginia,0.1155,Trump,37.6714,-78.3889
bucks,pennsylvania,0.0058,Clinton,40.5782,-75.2191
buena vista,iowa,0.2499,Trump,42.9065,-95.1388
buena vista (city),virginia,0.3085,Trump,37.7396,-79.3523
buffalo,wisconsin,0.3387,Trump,44.4877,-91.6807
bullitt,kentucky,0.498,Trump,38.0764,-85.6774
bulloch,georgia,0.2345,Trump,32.555,-81.9123
bullock,alabama,0.5086,Clinton,32.2165,-85.8888
buncombe,north carolina,0.1457,Clinton,35.7748,-82.4567
bureau,illinois,0.1996,Trump,41.55,-89.3534
burke,north dakota,0.178,Clinton,48.9758,-102.548
burleigh,north dakota,0.4615,Trump,47.1527,-100.5224
burleson,texas,0.5507,Trump,30.5994,-96.7708
burlington,new jersey,0.1478,Clinton,40.1476,-74.6615
burnet,texas,0.5676,Trump,30.9325,-97.9702
burnett,wisconsin,0.2826,Trump,45.9726,-92.293
burt,nebraska,0.4065,Trump,41.9966,-96.2595
butler,pennsylvania,0.3662,Trump,41.1631,-79.9796
butte,south dakota,0.3344,Trump,44.741,-103.3914
butts,georgia,0.438,Trump,33.3224,-84.0287
cabarrus,north carolina,0.1998,Trump,35.502,-80.6359
cabell,west virginia,0.2551,Trump,38.477,-82.2957
cache,utah,0.2623,Trump,41.9701,-111.8768
caddo,oklahoma,0.4343,Trump,35.4675,-98.3313
caddo parish,louisiana,0.0423,Clinton,32.9934,-93.9022
calaveras,california,0.2272,Trump,38.4197,-120.4759
caldwell,texas,0.3561,Trump,29.9528,-97.581
caledonia,vermont,0.0704,Clinton,44.6636,-71.9572
calhoun,west virginia,0.1946,Clinton,38.9854,-81.0721
callahan,texas,0.7722,Trump,32.3916,-99.3777
callaway,missouri,0.4216,Trump,39.0122,-91.8858
calloway,kentucky,0.3501,Trump,36.7155,-88.236
calumet,wisconsin,0.2161,Trump,44.2125,-88.1443
calvert,maryland,0.1844,Trump,38.7408,-76.6427
cambria,pennsylvania,0.3775,Trump,40.7178,-78.4637
camden,north carolina,0.1079,Clinton,36.4536,-76.3033
cameron,texas,0.0925,Clinton,26.2555,-97.8257
camp,texas,0.4274,Trump,32.9763,-95.1079
campbell,wyoming,0.5347,Trump,44.7861,-105.776
canadian,oklahoma,0.5123,Trump,35.6695,-97.7431
candler,georgia,0.436,Trump,32.4143,-82.0867
cannon,tennessee,0.5435,Trump,35.9338,-86.1126
canyon,idaho,0.4176,Trump,43.7896,-116.9401
cape girardeau,missouri,0.5009,Trump,37.5975,-89.703
cape may,new jersey,0.1987,Trump,39.2901,-74.7538
carbon,wyoming,0.4006,Trump,41.903,-106.2012
caribou,idaho,0.6603,Trump,43.0269,-111.2541
carlisle,kentucky,0.639,Trump,36.8963,-88.8728
carlton,minnesota,0.0166,Clinton,46.7546,-92.5408
caroline,virginia,0.2247,Trump,38.2079,-77.2502
carroll,virginia,0.3515,Trump,36.8145,-80.6123
carson,texas,0.804,Trump,35.5685,-101.1721
carson city (city),nevada,0.1405,Trump,39.2025,-119.7526
carter,tennessee,0.5959,Trump,36.3702,-82.2683
carteret,north carolina,0.4448,Trump,35.0082,-76.316
carver,minnesota,0.137,Trump,44.98,-93.2638
cascade,montana,0.2149,Trump,47.62,-111.2393
casey,kentucky,0.7323,Trump,37.3591,-84.8321
cass,texas,0.394,Trump,33.1758,-94.3467
cassia,idaho,0.6007,Trump,42.5245,-113.4338
castro,texas,0.4444,Trump,34.7437,-102.5064
caswell,north carolina,0.115,Trump,36.5158,-79.2087
catawba,north carolina,0.3801,Trump,35.7576,-81.3289
catoosa,georgia,0.607,Trump,34.9765,-85.1413
catron,new mexico,0.5047,Trump,34.3243,-108.3682
cattaraugus,new york,0.3436,Trump,42.5247,-78.4755
cavalier,north dakota,0.447,Trump,48.9986,-98.3648
cayuga,new york,0.1325,Trump,43.3296,-76.6747
cecil,maryland,0.3528,Trump,39.6882,-76.0492
cedar,nebraska,0.4291,Trump,42.8046,-97.3047
centre,pennsylvania,0.0194,Clinton,41.0642,-77.5978
cerro gordo,iowa,0.077,Trump,43.246,-93.1226
chaffee,colorado,0.0464,Trump,39.0307,-106.2566
chambers,texas,0.3787,Trump,29.8752,-94.5938
champaign,ohio,0.1427,Clinton,40.2229,-83.5615
chariton,missouri,0.52,Trump,39.6627,-93.0467
charles,maryland,0.3021,Clinton,38.6415,-77.0766
charles city,virginia,0.2304,Clinton,37.3796,-77.0348
charles mix,south dakota,0.4215,Trump,43.4251,-98.9479
charleston,south carolina,0.0786,Clinton,33.1194,-79.5074
charlevoix,michigan,0.2429,Trump,45.6684,-85.5473
charlotte,virginia,0.2532,Trump,37.1914,-78.8145
charlottesville (city),virginia,0.6714,Clinton,38.0401,-78.4851
charlton,georgia,0.4855,Trump,30.8508,-82.0116
chase,nebraska,0.7833,Trump,40.5251,-101.6468
chatham,north carolina,0.1212,Clinton,35.7835,-79.1298
chattooga,georgia,0.5875,Trump,34.5864,-85.4774
chautauqua,new york,0.4912,Trump,42.5739,-79.0596
chaves,new mexico,0.3623,Trump,33.6397,-104.3748
cheatham,tennessee,0.4688,Trump,36.3783,-87.0395
cheboygan,michigan,0.3208,Trump,45.7777,-84.7298
chelan,washington,0.1499,Trump,48.3093,-120.6565
chemung,new york,0.1997,Trump,42.2581,-76.8392
chenango,new york,0.2805,Trump,42.7197,-75.5589
cherokee,texas,0.5078,Trump,32.0415,-95.42
cherry,nebraska,0.7482,Trump,42.9411,-100.256
chesapeake (city),virginia,0.0128,Trump,36.814,-76.2406
cheshire,new hampshire,0.1262,Clinton,43.1428,-72.4483
chester,tennessee,0.2633,Clinton,35.5355,-88.5379
chesterfield,virginia,0.097,Trump,37.5133,-77.5646
cheyenne,nebraska,0.6365,Trump,41.4068,-102.9726
chickasaw,mississippi,0.1247,Trump,34.0561,-89.0531
chicot,arkansas,0.1518,Clinton,33.5241,-91.4394
childress,texas,0.7433,Trump,34.4104,-100.2364
chilton,alabama,0.666,Trump,32.9805,-86.7181
chippewa,wisconsin,0.2316,Trump,45.2513,-91.133
chisago,minnesota,0.3053,Trump,45.6855,-92.9655
chittenden,vermont,0.4681,Clinton,44.6483,-73.1317
choctaw,oklahoma,0.3476,Trump,34.1508,-95.3771
chouteau,montana,0.367,Trump,48.1497,-110.0776
chowan,north carolina,0.1433,Trump,36.2502,-76.6428
christian,missouri,0.422,Trump,37.0628,-93.5476
churchill,nevada,0.5137,Trump,39.4735,-118.7774
cibola,new mexico,0.0676,Clinton,35.255,-107.9856
citrus,florida,0.3972,Trump,28.9949,-82.5196
clackamas,oregon,0.0611,Clinton,45.5235,-122.6762
claiborne,tennessee,0.0518,Clinton,36.5862,-83.901
clallam,washington,0.0002,Trump,48.328,-124.6151
clare,michigan,0.3181,Trump,44.0285,-84.7729
clarendon,south carolina,0.0257,Clinton,33.8907,-80.0184
clarion,pennsylvania,0.4741,Trump,41.3957,-79.2266
clark,wisconsin,0.2173,Clinton,45.0042,-90.3596
clarke,virginia,0.0077,Clinton,39.1532,-77.9688
clatsop,oregon,0.0609,Clinton,46.198,-123.9527
clay,west virginia,0.3015,Clinton,38.6271,-81.0257
clayton,iowa,0.2671,Clinton,43.0493,-91.4583
clear creek,colorado,0.0288,Clinton,39.7647,-105.6003
clearfield,pennsylvania,0.4958,Trump,41.2085,-78.5791
clearwater,minnesota,0.4899,Trump,47.749,-95.499
cleburne,arkansas,0.7045,Trump,35.6674,-92.0933
clermont,ohio,0.4132,Trump,39.2445,-84.2588
cleveland,oklahoma,0.3791,Trump,35.3792,-97.5362
clinch,georgia,0.4253,Trump,31.0744,-82.644
clinton,pennsylvania,0.3806,Clinton,41.4083,-77.6641
cloud,kansas,0.5513,Trump,39.6021,-97.8631
coahoma,mississippi,0.4435,Clinton,34.4618,-90.4981
coal,oklahoma,0.6188,Trump,34.6066,-96.3386
cobb,georgia,0.0209,Clinton,34.0756,-84.6477
cochise,arizona,0.2258,Trump,32.373,-109.8631
cocke,tennessee,0.6451,Trump,36.074,-83.1631
coconino,arizona,0.1944,Clinton,36.9147,-111.4558
codington,south dakota,0.3934,Trump,45.1049,-96.9859
coffee,tennessee,0.4772,Trump,35.6447,-86.2046
coffey,kansas,0.5732,Trump,38.4161,-95.8222
colbert,alabama,0.3826,Trump,34.7578,-87.6971
cole,missouri,0.3678,Trump,38.6297,-92.3995
coleman,texas,0.7675,Trump,32.0482,-99.6775
coles,illinois,0.2641,Trump,39.6516,-88.0253
colfax,new mexico,0.2849,Trump,36.8952,-104.4349
colleton,south carolina,0.0851,Trump,33.0963,-80.813
collier,florida,0.2602,Trump,26.4642,-81.5047
collin,texas,0.1698,Trump,33.3627,-96.4635
colonial heights (city),virginia,0.3932,Trump,37.27,-77.4038
colorado,texas,0.5125,Trump,29.7092,-96.4865
colquitt,georgia,0.4732,Trump,31.3136,-83.9253
columbia,wisconsin,0.228,Clinton,43.6508,-89.7665
columbiana,ohio,0.4156,Trump,40.9,-80.8619
columbus,north carolina,0.2209,Trump,34.4204,-78.8947
colusa,california,0.1503,Trump,39.4168,-122.0519
comal,texas,0.5007,Trump,29.9627,-98.2088
comanche,texas,0.4738,Trump,32.1087,-98.5489
conecuh,alabama,0.0525,Trump,31.458,-86.9258
conejos,colorado,0.0332,Trump,37.2907,-106.0054
contra costa,california,0.4291,Clinton,38.0519,-122.2177
converse,wyoming,0.7405,Trump,43.0421,-104.7973
conway,arkansas,0.2763,Trump,35.5699,-92.8251
cook,minnesota,0.0523,Clinton,47.9591,-89.6989
cooke,texas,0.6814,Trump,33.6595,-97.3624
cooper,missouri,0.4628,Trump,38.9727,-92.9683
coos,oregon,0.1571,Trump,43.5833,-124.1624
coosa,alabama,0.3056,Trump,33.0746,-86.0781
copiah,mississippi,0.0527,Clinton,31.9933,-90.3744
cortland,new york,0.0668,Trump,42.795,-76.2141
coryell,texas,0.3947,Trump,31.5599,-97.8456
coshocton,ohio,0.4327,Trump,40.3983,-81.9688
costilla,colorado,0.2901,Clinton,37.4317,-105.5178
cotton,oklahoma,0.6264,Trump,34.3605,-98.314
cottonwood,minnesota,0.3513,Trump,44.0737,-95.1547
covington,mississippi,0.4642,Trump,31.7613,-89.6551
covington (city),virginia,0.1836,Trump,37.7802,-79.987
coweta,georgia,0.4231,Trump,33.4299,-84.8744
cowley,kansas,0.3763,Trump,37.4413,-97.0059
cowlitz,washington,0.129,Trump,46.3752,-123.0431
craig,virginia,0.5521,Trump,37.5745,-80.2544
craighead,arkansas,0.3481,Trump,35.9165,-90.5762
craven,north carolina,0.218,Trump,35.3063,-77.1716
crawford,wisconsin,0.3324,Trump,43.3959,-91.0446
creek,oklahoma,0.5455,Trump,36.0927,-96.3576
crenshaw,alabama,0.4555,Trump,31.9283,-86.2971
crisp,georgia,0.2272,Trump,31.9566,-83.7835
crittenden,kentucky,0.2885,Clinton,37.3254,-88.1005
crockett,texas,0.4967,Trump,30.7164,-101.2388
crook,wyoming,0.665,Trump,44.7473,-104.1931
cross,arkansas,0.3762,Trump,35.3995,-90.9823
crow wing,minnesota,0.3178,Trump,46.7478,-93.9484
cullman,alabama,0.778,Trump,34.2837,-86.5519
culpeper,virginia,0.2534,Trump,38.6256,-77.9069
cumberland,virginia,0.2149,Clinton,37.6479,-78.1389
cuming,nebraska,0.5976,Trump,42.0267,-96.6171
currituck,north carolina,0.4984,Trump,36.5232,-75.9702
curry,oregon,0.3144,Trump,42.9154,-124.4413
custer,south dakota,0.5809,Trump,43.8188,-103.206
cuyahoga,ohio,0.35,Clinton,41.6857,-81.6728
dade,missouri,0.6479,Trump,37.5512,-93.8619
dakota,nebraska,0.0727,Clinton,42.4656,-96.4182
dale,alabama,0.5044,Trump,31.6446,-85.3911
dallas,texas,0.1075,Clinton,33.0041,-96.5394
dane,wisconsin,0.4799,Clinton,43.2773,-89.3564
danville (city),virginia,0.1986,Clinton,36.6218,-79.4124
dare,north carolina,0.2212,Trump,36.0646,-75.7057
darke,ohio,0.6121,Trump,40.3406,-84.4963
darlington,south carolina,0.0373,Trump,34.4512,-79.8865
dauphin,pennsylvania,0.0282,Clinton,40.6392,-76.8029
davidson,tennessee,0.1311,Clinton,36.3417,-86.7212
davie,north carolina,0.4812,Trump,36.0065,-80.4463
daviess,missouri,0.4865,Trump,40.145,-93.832
davis,utah,0.4523,Trump,41.1294,-112.0482
davison,south dakota,0.3523,Trump,43.7204,-98.2633
dawes,nebraska,0.4958,Trump,42.8193,-102.9953
dawson,texas,0.5965,Trump,32.9298,-102.1278
day,south dakota,0.2377,Trump,45.5097,-97.3092
de witt,illinois,0.4238,Trump,40.2447,-88.6634
dekalb,tennessee,0.0267,Clinton,36.0711,-86.0372
desoto,mississippi,0.3089,Trump,34.9771,-89.9992
dewitt,texas,0.6375,Trump,29.3125,-97.2917
deaf smith,texas,0.4108,Trump,34.9106,-102.2002
dearborn,indiana,0.5532,Trump,39.3008,-84.881
decatur,tennessee,0.3813,Trump,35.792,-88.0322
deer lodge,montana,0.0684,Clinton,46.2183,-112.8117
defiance,ohio,0.3482,Trump,41.4222,-84.3966
del norte,california,0.1728,Trump,41.9404,-124.1587
delaware,pennsylvania,0.1584,Clinton,40.0612,-75.3999
delta,texas,0.4574,Trump,33.4768,-95.7689
dent,missouri,0.6818,Trump,37.7825,-91.6788
denton,texas,0.2017,Trump,33.371,-96.9446
denver,colorado,0.5638,Clinton,39.7878,-104.8288
des moines,iowa,0.0695,Trump,41.0059,-91.1321
deschutes,oregon,0.0381,Trump,44.3909,-121.2379
desha,arkansas,0.0734,Clinton,34.0665,-91.0071
deuel,south dakota,0.3827,Trump,44.8754,-96.8608
dewey,south dakota,0.7756,Trump,45.4483,-100.9213
dickenson,virginia,0.5616,Trump,37.2959,-82.281
dickey,north dakota,0.4658,Trump,46.1951,-98.3882
dickinson,michigan,0.4388,Trump,46.1546,-88.0772
dickson,tennessee,0.4563,Trump,36.2948,-87.4703
dillon,south carolina,0.0166,Clinton,34.5613,-79.4335
dimmit,texas,0.3718,Clinton,28.5693,-99.5781
dinwiddie,virginia,0.1243,Trump,37.195,-77.6646
district of columbia,district of columbia,0.8873,Clinton,38.9757,-77.0282
dixie,florida,0.6321,Trump,29.6699,-83.005
dixon,nebraska,0.5412,Trump,42.6905,-96.9809
doddridge,west virginia,0.7031,Trump,39.4125,-80.6352
dodge,wisconsin,0.3916,Trump,43.6324,-88.7373
doniphan,kansas,0.5992,Trump,39.9627,-95.2982
dooly,georgia,0.0211,Trump,32.3026,-84.0041
door,wisconsin,0.0321,Trump,45.3738,-86.8975
dorchester,south carolina,0.1598,Trump,33.2205,-80.4501
dougherty,georgia,0.3831,Clinton,31.5948,-84.1948
douglas,wisconsin,0.1993,Clinton,46.7016,-92.0912
drew,arkansas,0.2433,Trump,33.7471,-91.4649
dupage,illinois,0.1408,Clinton,41.9995,-88.1451
dubois,indiana,0.4004,Trump,38.4728,-86.7832
dubuque,iowa,0.0125,Trump,42.6171,-90.8115
duchesne,utah,0.722,Trump,40.4501,-110.8097
dukes,massachusetts,0.5128,Clinton,41.4543,-70.562
dunklin,missouri,0.5358,Trump,36.5672,-89.9737
dunn,wisconsin,0.3875,Trump,45.1868,-91.879
duplin,north carolina,0.192,Trump,35.1538,-78.1053
durham,north carolina,0.6038,Clinton,36.2393,-78.9019
dutchess,new york,0.0107,Trump,42.0579,-73.9025
duval,texas,0.1792,Clinton,27.88,-98.6061
dyer,tennessee,0.5538,Trump,36.2011,-89.1863
eagle,colorado,0.199,Clinton,39.9134,-106.7309
early,georgia,0.081,Trump,31.1745,-85.037
east baton rouge parish,louisiana,0.0921,Clinton,30.6561,-91.1358
eastland,texas,0.7544,Trump,32.4681,-98.6747
eaton,michigan,0.0552,Trump,42.7693,-84.9813
eau claire,wisconsin,0.0734,Clinton,44.8346,-91.5159
ector,texas,0.4056,Trump,32.0245,-102.3572
eddy,north dakota,0.414,Trump,47.8184,-99.0583
edgar,illinois,0.4955,Trump,39.8009,-87.8747
edgecombe,north carolina,0.3218,Clinton,36.0067,-77.7074
edgefield,south carolina,0.2019,Trump,33.8231,-81.7972
edmonson,kentucky,0.6022,Trump,37.2975,-86.2794
edmunds,south dakota,0.549,Trump,45.569,-99.4857
edwards,texas,0.7081,Trump,30.3274,-99.9062
effingham,illinois,0.5737,Trump,39.1881,-88.6418
el dorado,california,0.1326,Trump,39.0644,-120.1357
el paso,texas,0.128,Clinton,31.9907,-106.5976
elbert,georgia,0.4184,Trump,34.1919,-83.0284
elk,pennsylvania,0.4379,Trump,41.6192,-78.8394
elkhart,indiana,0.3244,Trump,41.7169,-85.8262
elko,nevada,0.5469,Trump,41.9477,-116.0987
elliott,kentucky,0.4413,Trump,38.1316,-83.0797
ellis,texas,0.6249,Trump,32.5223,-96.6643
ellsworth,kansas,0.54,Trump,38.8134,-98.4432
